tsne_x,tsne_y,y_true,y_pred
17.638519287109375,-1.9028129577636719,14,14
5.035830020904541,-8.793095588684082,12,12
-0.25047218799591064,9.887825965881348,4,0
9.703908920288086,10.664608001708984,13,10
9.133071899414062,11.313276290893555,10,10
-16.211606979370117,1.937132477760315,1,1
8.392549514770508,15.170953750610352,17,17
-10.331364631652832,17.3911190032959,11,11
-14.196139335632324,-0.187811940908432,0,1
1.7101985216140747,5.2343058586120605,0,0
6.350852966308594,-9.049116134643555,12,12
9.167027473449707,11.360164642333984,10,10
-10.957256317138672,-23.306074142456055,3,3
-10.544116973876953,-23.023128509521484,3,3
-1.039493441581726,-4.460693836212158,15,15
-19.229915618896484,-16.524831771850586,2,2
16.225929260253906,-3.2200114727020264,6,14
-2.4527807235717773,14.129622459411621,0,4
-10.590392112731934,16.772125244140625,11,11
9.025803565979004,13.29890251159668,17,10
13.62200927734375,-5.89633321762085,14,16
-20.347007751464844,-16.827245712280273,2,2
0.6138004660606384,6.568257808685303,0,0
17.60329818725586,3.2278144359588623,13,13
-10.169074058532715,-23.111888885498047,3,3
-3.8127129077911377,12.217901229858398,4,4
-1.7385424375534058,12.674466133117676,0,4
-19.631954193115234,-16.9945125579834,2,2
18.764371871948242,3.800693988800049,0,13
8.503259658813477,15.388519287109375,17,17
-1.9857404232025146,5.798128604888916,8,0
17.11297035217285,-1.9978384971618652,14,14
5.306640148162842,-8.708931922912598,12,12
2.889697790145874,-7.415119171142578,0,12
-1.2999012470245361,15.290505409240723,0,4
2.642956495285034,-9.415159225463867,12,12
-4.976022720336914,2.035428762435913,9,10
1.6972790956497192,6.731046676635742,9,0
18.107877731323242,2.775369882583618,13,13
-1.2956463098526,-5.360949993133545,15,15
-1.3447999954223633,-4.386711120605469,15,15
-10.706665992736816,-23.716901779174805,3,3
-3.012113094329834,15.42861270904541,6,4
-15.555588722229004,0.6750007271766663,1,1
-0.8910437822341919,-5.447721481323242,15,15
18.29244041442871,4.984205722808838,8,13
18.195825576782227,1.8379826545715332,14,13
-10.54489803314209,17.21074676513672,11,11
-2.5037131309509277,14.891100883483887,4,4
5.661679744720459,-8.765807151794434,12,12
5.505207061767578,-6.754621505737305,1,12
-19.957883834838867,-17.15846824645996,2,2
4.432397842407227,-8.985241889953613,1,12
-9.956916809082031,-23.73738670349121,3,3
5.5295844078063965,9.748372077941895,9,9
17.564594268798828,-2.586395502090454,14,14
17.37357521057129,-2.4058656692504883,14,14
4.381011962890625,-8.046980857849121,12,12
-10.045415878295898,-24.284183502197266,3,3
-10.215474128723145,-23.071117401123047,3,3
-19.22032356262207,-16.624235153198242,2,2
-2.0754764080047607,13.855047225952148,4,4
-4.444985866546631,11.903304100036621,0,8
-15.777276992797852,1.5649110078811646,1,1
-8.331945419311523,-12.77395248413086,18,18
9.640177726745605,11.09422492980957,10,10
10.94448471069336,-6.276378631591797,12,0
-0.4960944354534149,-5.7170305252075195,15,15
-19.977872848510742,-15.995591163635254,2,2
19.015230178833008,3.733076572418213,13,13
17.517358779907227,5.239829063415527,8,13
-1.3941136598587036,-5.281157970428467,15,15
-4.2901105880737305,10.084578514099121,14,8
9.294306755065918,11.287558555603027,10,10
10.871082305908203,-6.507123947143555,16,12
17.900243759155273,-0.15709570050239563,14,14
13.346147537231445,-5.83757209777832,16,16
-8.255049705505371,-12.805548667907715,18,18
7.2698493003845215,10.312094688415527,10,10
-15.366721153259277,1.0072952508926392,1,1
-3.9461002349853516,13.652175903320312,4,4
-9.910701751708984,17.164470672607422,11,11
18.21863555908203,3.5537755489349365,13,13
5.7022199630737305,9.484010696411133,10,9
-4.760347843170166,12.197127342224121,8,8
-3.6240196228027344,13.928435325622559,4,4
-7.686230659484863,-12.750771522521973,18,18
17.223876953125,-3.0713984966278076,16,14
8.910429000854492,11.187860488891602,10,10
-0.08800846338272095,5.812291145324707,2,0
0.9023904204368591,5.091026782989502,0,0
-20.106904983520508,-16.982465744018555,2,2
-12.468485832214355,1.8187940120697021,0,1
4.820819854736328,-5.596355438232422,0,12
-8.327286720275879,-12.784974098205566,18,18
-11.132317543029785,-3.9038069248199463,5,5
-11.047493934631348,-23.415409088134766,3,3
-11.100171089172363,-3.8013856410980225,5,5
18.052907943725586,0.6137955784797668,12,13
-14.777973175048828,-0.7520147562026978,0,1
-10.153825759887695,17.554224014282227,11,11
-3.7327303886413574,1.5828648805618286,0,7
-10.30608081817627,17.07908058166504,11,11
-19.375349044799805,-16.96950340270996,2,2
1.0141758918762207,5.4755144119262695,0,0
-1.3208853006362915,-4.909319877624512,9,15
-3.622375249862671,13.507851600646973,0,4
16.946910858154297,-2.1957478523254395,14,14
5.62256383895874,-8.279850006103516,12,12
-14.903347969055176,0.4588959813117981,1,1
5.582645893096924,-7.860461235046387,12,12
-1.4049774408340454,-5.247808933258057,9,15
-3.775559425354004,15.139244079589844,4,4
