tsne_x,tsne_y,y_true,y_pred
0.20255234837532043,9.079906463623047,14,0
13.434943199157715,6.671786308288574,12,12
-9.073482513427734,1.4768949747085571,4,10
-3.4159579277038574,-10.104815483093262,13,1
-10.409690856933594,14.518112182617188,10,1
-2.295894145965576,-1.1708804368972778,1,1
-13.275225639343262,-28.177398681640625,17,5
-20.507732391357422,-8.640437126159668,11,17
4.227097034454346,-22.052165985107422,0,16
0.2470806986093521,8.962777137756348,0,0
-1.1032923460006714,3.5995044708251953,12,12
-14.49151611328125,16.26706886291504,10,11
-17.804170608520508,-24.13568878173828,3,12
-19.224048614501953,-22.482934951782227,3,3
18.79546546936035,-2.431464195251465,15,12
-9.720705032348633,-23.19053077697754,2,2
-1.7852756977081299,-8.673959732055664,6,6
-17.87268829345703,1.4903500080108643,0,17
-22.722457885742188,8.779942512512207,11,12
-7.027332782745361,-0.6101582646369934,17,0
11.07694149017334,17.091793060302734,14,4
15.201263427734375,-2.5346291065216064,2,15
-8.747501373291016,21.597047805786133,0,14
18.21485710144043,-11.50200080871582,13,12
11.480831146240234,0.550392210483551,3,15
0.36156201362609863,5.267736434936523,4,0
-15.171453475952148,17.26038932800293,0,13
3.4363906383514404,8.152073860168457,2,15
20.742307662963867,9.514875411987305,0,4
-19.31334114074707,-14.961705207824707,17,18
0.47723156213760376,3.834163188934326,8,12
-16.657949447631836,-14.920480728149414,14,1
20.28373146057129,4.6430253982543945,12,12
15.987170219421387,-16.417049407958984,0,0
24.628482818603516,-8.108352661132812,0,4
12.464940071105957,21.83423614501953,12,4
7.537018775939941,-18.973079681396484,9,16
5.7751665115356445,7.6462931632995605,9,6
-21.61861801147461,-4.915717601776123,13,3
-2.5757691860198975,26.193538665771484,15,0
2.1373095512390137,-3.143338441848755,15,0
10.87297534942627,-2.1680099964141846,3,2
4.145473957061768,23.97718620300293,6,9
-7.683047294616699,-26.710468292236328,1,1
22.282005310058594,-1.0487139225006104,15,12
-0.5063282251358032,-3.9464845657348633,8,1
-5.850152969360352,7.596494197845459,14,13
-16.77495574951172,0.5202797651290894,11,10
11.282278060913086,-14.876253128051758,4,4
13.610113143920898,15.649179458618164,12,14
15.069395065307617,-0.7929316163063049,1,12
17.210081100463867,0.9059435725212097,2,0
0.49367013573646545,-0.598721444606781,1,1
-11.732614517211914,-22.94298553466797,3,2
5.122222423553467,21.41887855529785,9,12
22.195541381835938,-8.802510261535645,14,12
-11.21434497833252,21.897628784179688,14,13
16.942684173583984,-6.793062210083008,12,12
5.125949859619141,-6.641891002655029,3,12
-15.286614418029785,-21.171875,3,3
-9.780231475830078,-16.763893127441406,2,2
24.148202896118164,-2.2171013355255127,4,9
-16.265199661254883,-13.291539192199707,0,1
28.763805389404297,2.5482864379882812,1,1
-12.411937713623047,-27.94961929321289,18,18
4.646738052368164,11.104971885681152,10,13
-9.010553359985352,-0.9493951201438904,12,1
16.753055572509766,-5.634037971496582,15,12
-8.721745491027832,-19.67799949645996,2,2
12.504404067993164,0.6158418655395508,13,14
13.098140716552734,-13.59369945526123,8,7
-2.618393659591675,25.50086784362793,15,1
-0.3489689230918884,20.190284729003906,14,10
-13.44273853302002,6.270315170288086,10,13
1.4852378368377686,-13.010705947875977,16,0
17.990468978881836,4.47166633605957,14,12
-6.98042631149292,17.778898239135742,16,0
-11.778386116027832,-10.555400848388672,18,4
-15.272995948791504,9.748150825500488,10,17
17.442800521850586,-10.624530792236328,1,12
9.164597511291504,2.6922006607055664,4,0
-11.731119155883789,10.72454833984375,11,1
-10.124054908752441,25.957752227783203,13,0
-14.44460391998291,-8.443012237548828,10,5
22.25712013244629,-2.2616004943847656,8,0
-13.352743148803711,7.399667739868164,4,0
16.38102149963379,-3.9684550762176514,18,12
4.902690887451172,-16.66628646850586,16,13
4.927042007446289,24.611099243164062,10,9
14.103591918945312,12.819441795349121,2,16
-11.834705352783203,-8.214993476867676,0,4
-2.717616319656372,-8.895905494689941,2,13
