tsne_x,tsne_y,y_true,y_pred
7.886521339416504,1.7366602420806885,14,14
16.22723388671875,0.3379592299461365,12,12
-7.019542694091797,-11.61958122253418,4,0
-7.723752021789551,-3.8136703968048096,13,10
-8.204865455627441,-4.30885648727417,10,10
-20.51668357849121,5.449841022491455,1,1
-3.5614101886749268,0.29732105135917664,17,17
1.1235690116882324,9.752299308776855,11,11
-20.163124084472656,2.6788201332092285,0,1
-6.791532039642334,-14.799205780029297,0,0
12.433856964111328,1.8333173990249634,12,12
-8.256080627441406,-4.203155994415283,10,10
-15.439135551452637,20.111133575439453,3,3
-15.870845794677734,19.483243942260742,3,3
13.012866020202637,-8.422462463378906,15,15
-3.591963768005371,25.243881225585938,2,2
8.155308723449707,5.197605133056641,6,19
0.8574609756469727,-16.448312759399414,0,4
1.334908366203308,10.31629467010498,11,11
-1.5697492361068726,-1.1122885942459106,17,13
10.509936332702637,7.5056471824646,14,16
-2.4420485496520996,24.942413330078125,2,2
-4.883760452270508,-14.748245239257812,0,0
5.644375324249268,-4.16243314743042,13,13
-15.217281341552734,19.56593132019043,3,3
2.149318218231201,-14.758746147155762,4,6
-0.16208699345588684,-14.730358123779297,0,0
-2.678084373474121,24.920604705810547,2,2
5.137423515319824,-5.157425880432129,0,13
-3.2602434158325195,0.6317204833030701,17,17
-0.752641499042511,-10.605973243713379,8,0
7.415661334991455,2.172055244445801,14,14
16.184206008911133,-0.022161751985549927,12,12
15.139298439025879,-0.9321181178092957,0,12
-2.5834641456604004,-15.922508239746094,0,0
18.940160751342773,1.184114933013916,12,12
9.376898765563965,7.100038051605225,9,16
-7.2040181159973145,-11.02916431427002,9,0
4.525857448577881,-4.495507717132568,13,13
14.395665168762207,-7.820591449737549,15,15
13.442917823791504,-7.304533958435059,15,15
-14.974309921264648,19.571271896362305,3,3
1.0340778827667236,-16.049631118774414,6,4
-20.807559967041016,5.576191425323486,1,1
14.639352798461914,-6.5311598777771,15,15
3.2656962871551514,-6.4951701164245605,8,13
4.769610404968262,-3.6732757091522217,14,13
1.615399956703186,9.976533889770508,11,11
1.1226656436920166,-17.47331428527832,4,4
15.403799057006836,0.363355427980423,12,12
17.92527198791504,-0.7522183656692505,1,12
-2.1001009941101074,25.31435203552246,2,2
17.499881744384766,0.6281188726425171,1,12
-14.833434104919434,18.99349594116211,3,3
-8.379945755004883,-8.593482971191406,9,9
8.107526779174805,2.2504994869232178,14,14
7.91410493850708,2.325483560562134,14,14
16.811277389526367,-0.19769218564033508,12,12
-19.802871704101562,8.182531356811523,3,1
-15.674575805664062,19.32790184020996,3,3
-3.2656476497650146,25.157140731811523,2,2
-1.5861514806747437,-14.483226776123047,4,0
2.5452632904052734,-15.687056541442871,0,4
-19.950349807739258,5.741704940795898,1,1
-4.81129789352417,12.327390670776367,18,18
-7.938056945800781,-3.9470322132110596,10,10
9.52001953125,8.326762199401855,12,16
14.500612258911133,-6.963657855987549,15,15
-3.1606268882751465,25.767742156982422,2,2
5.7361836433410645,-5.242433071136475,13,13
6.244521141052246,-5.102029323577881,8,13
14.356738090515137,-7.789617538452148,15,15
3.7434356212615967,-4.9317708015441895,14,13
-8.117362022399902,-4.156816482543945,10,10
11.890958786010742,-0.5176417827606201,16,12
7.316469192504883,0.38604936003685,14,14
9.881901741027832,7.898848056793213,16,16
-4.436088562011719,12.326648712158203,18,18
-8.320839881896973,-5.097306251525879,10,10
-20.914628982543945,6.151474475860596,1,1
2.712472677230835,-16.07989501953125,4,4
1.5516103506088257,9.509174346923828,11,11
5.039571285247803,-4.562596797943115,13,13
-8.55113697052002,-7.663433074951172,10,9
1.2634724378585815,-9.477879524230957,8,8
2.286353349685669,-15.082192420959473,4,6
-4.648622035980225,12.612159729003906,18,18
8.838095664978027,2.537451982498169,16,14
-8.597505569458008,-4.59458065032959,10,10
-7.0125956535339355,-15.119376182556152,2,0
-5.626325607299805,-14.097755432128906,0,0
-2.4051523208618164,26.060935974121094,2,2
0.7544347047805786,-13.048871040344238,0,6
-9.170576095581055,2.2228522300720215,0,0
-4.872016906738281,12.298807144165039,18,18
-16.648649215698242,-2.6068015098571777,5,5
-15.077624320983887,20.192834854125977,3,3
-16.520214080810547,-2.7877044677734375,5,5
6.773703098297119,0.30845534801483154,12,14
-6.577302932739258,-15.802953720092773,0,0
1.415731430053711,9.674894332885742,11,11
-4.729422569274902,-11.634705543518066,0,0
1.6014270782470703,9.46214771270752,11,11
-2.6940371990203857,25.898096084594727,2,2
-6.2557268142700195,-14.588179588317871,0,0
14.602673530578613,-7.118854522705078,9,15
1.937256097793579,-17.207237243652344,0,4
7.562159061431885,2.245300531387329,14,14
16.070390701293945,1.1096357107162476,12,12
-20.344898223876953,4.851655006408691,1,1
16.223621368408203,1.710666537284851,12,12
14.524386405944824,-8.0650053024292,9,15
1.4145021438598633,-18.16771125793457,4,4
15.216313362121582,0.576191782951355,12,12
-8.08104419708252,-7.292135238647461,17,9
2.835367202758789,-12.329355239868164,0,6
4.936395645141602,-3.5917999744415283,13,13
-2.9711029529571533,0.5459622740745544,17,17
-14.875324249267578,19.239442825317383,3,3
6.085040092468262,6.201205253601074,19,19
15.975296020507812,-6.621958255767822,15,15
10.26246166229248,8.429305076599121,16,16
16.776897430419922,1.9275766611099243,12,12
-20.22291374206543,5.959561347961426,1,1
14.924520492553711,-2.7249791622161865,12,12
4.314403057098389,-7.055641174316406,13,6
13.084610939025879,-8.374963760375977,8,15
-13.481905937194824,20.05692481994629,3,3
15.831811904907227,-1.0127626657485962,12,12
-19.28806495666504,4.675118923187256,1,1
-2.7553272247314453,24.743213653564453,2,2
16.660404205322266,1.4642053842544556,16,12
-21.315690994262695,6.28720235824585,1,1
1.3558684587478638,-8.819867134094238,7,8
2.4904026985168457,-17.763580322265625,12,4
14.690537452697754,-5.5216522216796875,12,15
-9.202043533325195,-6.778763771057129,10,10
-6.899721622467041,-3.8337342739105225,12,10
5.018008232116699,-4.725045680999756,13,13
-5.606428146362305,-16.07361602783203,0,0
-15.468875885009766,18.967390060424805,3,3
-2.6839160919189453,-9.371541023254395,7,7
13.540040969848633,2.048776388168335,4,12
6.3419694900512695,6.612876892089844,19,19
17.508825302124023,1.980310320854187,18,12
10.222067832946777,8.175374984741211,16,16
8.130457878112793,1.7507402896881104,14,14
-2.8138587474823,25.586294174194336,2,2
-15.22442626953125,18.896678924560547,3,3
-0.08751475811004639,9.14880657196045,12,11
-15.356541633605957,19.303911209106445,3,3
8.308501243591309,2.20587420463562,14,14
4.231623649597168,7.616269111633301,11,11
-3.1523287296295166,24.637714385986328,2,2
0.9254552125930786,9.117837905883789,11,11
0.7140468955039978,-17.090665817260742,0,4
5.238149642944336,-3.5393459796905518,13,13
-2.3423783779144287,-15.919631004333496,0,0
-6.324126720428467,-12.948348045349121,12,0
-19.961589813232422,5.829113483428955,1,1
10.396265029907227,7.95811128616333,16,16
15.138716697692871,-2.42861270904541,12,12
14.674169540405273,-7.804441928863525,15,15
-16.44695472717285,-2.6085917949676514,5,5
17.612945556640625,-0.6176576018333435,6,12
14.72574234008789,-6.156337261199951,15,15
-8.176051139831543,-8.609597206115723,0,9
-3.9806466102600098,-10.599283218383789,7,7
-8.2713041305542,-4.476469993591309,10,10
-15.331334114074707,20.149398803710938,3,3
0.6315128803253174,-17.749303817749023,4,4
-2.859342098236084,-9.43645191192627,8,7
16.1921443939209,-1.9318442344665527,12,12
16.541873931884766,0.27074968814849854,12,12
1.5500952005386353,-17.822023391723633,4,4
-14.897324562072754,20.025470733642578,3,3
4.985743522644043,-4.205833435058594,13,13
-20.16758155822754,7.3320770263671875,1,1
-20.435771942138672,5.3253984451293945,1,1
-17.576637268066406,3.4782049655914307,1,1
10.369803428649902,4.447059631347656,12,12
-3.740736246109009,25.682111740112305,2,2
-6.9681010246276855,-13.15349292755127,6,0
7.477917671203613,2.5670461654663086,19,14
11.323200225830078,0.8843866586685181,15,12
-16.60377311706543,-2.3383102416992188,5,5
-6.4449310302734375,-15.104109764099121,0,0
-9.171504974365234,2.2234325408935547,0,0
